case_fan_id,product_id,mm_size,color,rpm,airflow,noise_level,pwm_4-pin
270450,109337,140,Black / Blue,400 - 2000 RPM,20 - 97 CFM,16 - 37 dB,Yes
270451,109338,120,Black,1200 RPM,58.47 CFM,25.15 dB,No
270452,109339,120,Black / Translucent Black,200 - 1800 RPM,56.3 CFM,,Yes
270453,109340,200,Clear,700 RPM,110 CFM,19 dB,No
270454,109341,120,Black / White,1200 RPM,52.3 CFM,19.39 dB,No
270455,109342,140,Green,1000 RPM,73.18 CFM,18 dB,No
270456,109343,140,Black,1600 RPM,77.57 CFM,28.1 dB,No
270457,109344,120,Black,2000 RPM,69 CFM,19 dB,No
270458,109345,140,White / Black,600 - 1850 RPM,128 CFM,13 - 38 dB,Yes
270459,109346,92,Black,8000 RPM,175.03 CFM,66.5 dB,No
270460,109347,80,Black,2000 RPM,24.2 CFM,20 dB,No
270461,109348,140,Black,600 - 2200 RPM,113.5 CFM,16 - 39.5 dB,Yes
270462,109349,120,Black,1200 RPM,52.3 CFM,19.39 dB,No
270463,109350,140,Black / Blue,1000 - 1400 RPM,51.15 CFM,22.1 - 28.1 dB,No
270464,109351,120,Blue,1500 RPM,50.28 CFM,21.1 dB,No
270465,109352,120,Black,500 - 1500 RPM,47.53 CFM,22 dB,No
270466,109353,120,Black / Translucent White,500 - 1280 RPM,43.31 CFM,20.2 dB,Yes
270467,109354,80,Black / White,1600 RPM,20.2 CFM,18.1 dB,No
270468,109355,120,Red / Black,200 - 2100 RPM,67.56 CFM,,Yes
270469,109356,120,Black,1500 RPM,25.06 CFM,18 dB,No
270470,109357,120,Clear,1200 RPM,59.1 CFM,26.8 dB,No
270471,109358,200,Black,850 RPM,110.1 CFM,25 dB,No
270472,109359,140,Black,1100 - 1400 RPM,51.15 CFM,19 - 28.1 dB,No
270473,109360,140,White / Black,900 RPM,49.8 - 85 CFM,14.9 dB,Yes
270474,109361,120,Orange,1700 RPM,63.85 CFM,29.67 dB,No
270475,109362,120,Black,2000 RPM,59.8 CFM,37 dB,No
270476,109363,120,Black / White,1500 RPM,50 CFM,29 dB,Yes
270477,109364,140,Black / Purple,1440 RPM,49.49 CFM,29.3 dB,No
270478,109365,120,Black / White,1200 RPM,56.22 CFM,18.9 dB,No
270479,109366,120,Clear,1200 RPM,59.1 CFM,26.8 dB,No
270480,109367,140,Black / Gray,1200 RPM,64.92 CFM,19.6 dB,No
270481,109368,120,Orange,800 - 1500 RPM,70.5 CFM,17.9 dB,No
270482,109369,140,Black,1700 RPM,72.8 CFM,22.5 dB,No
270483,109370,120,Black / White,1100 RPM,36 CFM,25 dB,No
270484,109371,140,Black,700 - 1300 RPM,65 CFM,24 dB,Yes
270485,109372,140,Black,650 - 1600 RPM,53 - 106 CFM,6 - 36 dB,Yes
270486,109373,120,Black / Transparent,700 - 1800 RPM,74.5 CFM,18 - 35.2 dB,Yes
270487,109374,200,Black / White,900 RPM,148.72 CFM,27.5 dB,No
270488,109375,120,Clear,950 RPM,40 CFM,19 dB,No
270489,109376,140,Black / White,400 - 1350 RPM,74 CFM,,No
270490,109377,140,Black,500 - 1500 RPM,34.48 - 103.43 CFM,21 - 35 dB,Yes
270491,109378,140,Black,950 RPM,29.8 CFM,20 dB,No
270492,109379,140,Black / Clear,500 - 1500 RPM,69.03 CFM,18.1 - 32.5 dB,Yes
270493,109380,80,Black,800 - 3000 RPM,10.9 - 40.79 CFM,13 - 28 dB,Yes
270494,109381,120,White / Blue,500 - 1500 RPM,66.3 CFM,17.6 - 27.8 dB,Yes
270495,109382,120,Black / White,800 - 1725 RPM,54.4 CFM,18 - 30 dB,Yes
270496,109383,92,White / Black,1800 RPM,35 CFM,,Yes
270497,109384,120,Black,1000 RPM,66 CFM,18.5 dB,No
270498,109385,120,Black,1650 RPM,63.47 CFM,30 dB,No
270499,109386,120,Black,1350 RPM,57.67 CFM,24.7 dB,No
270500,109387,140,White,1000 RPM,68.4 CFM,18.9 dB,No
270501,109388,120,Black / White,1200 RPM,45 CFM,21 dB,No
270502,109389,120,Black,2200 RPM,81.02 CFM,25 dB,No
270503,109390,40,Black,13000 RPM,24 CFM,54.5 dB,No
270504,109391,120,Black,1400 RPM,16.39 - 44 CFM,6.5 - 14 dB,Yes
270505,109392,120,Green,,64.37 CFM,16.6 dB,No
270506,109393,120,Black,4000 RPM,150.33 CFM,56.4 dB,No
270507,109394,120,White,1200 - 1800 RPM,53.02 - 86.69 CFM,,Yes
270508,109395,120,Black / White,1500 RPM,50 CFM,29 dB,Yes
270509,109396,140,Black,,55.4 CFM,22 dB,No
270510,109397,140,Black / Orange,1000 - 1400 RPM,51.15 CFM,22.1 - 28.1 dB,No
270511,109398,120,White,2200 RPM,77 CFM,33.5 dB,Yes
270512,109399,140,Black,200 - 1700 RPM,72.8 CFM,22.5 dB,Yes
270513,109400,120,Black / White,400 - 1500 RPM,58.1 CFM,21.2 dB,Yes
270514,109401,80,Blue,2500 RPM,33.21 CFM,22.41 dB,No
270515,109402,140,Black,500 - 1200 RPM,64.13 CFM,19.8 - 24 dB,Yes
270516,109403,120,Black,1450 RPM,37.85 CFM,23 dB,No
270517,109404,80,Black,200 - 3000 RPM,23.4 CFM,,Yes
270518,109405,120,Black / Red,1200 RPM,50.44 CFM,20.7 dB,No
270519,109406,140,Black,1200 RPM,66.4 CFM,25.5 dB,No
270520,109407,120,Black / Green,200 - 1800 RPM,69 CFM,24.4 dB,Yes
270521,109408,120,Black,1200 RPM,60.4 CFM,17.7 dB,No
270522,109409,120,White / Black,1100 RPM,38.5 - 65 CFM,15.7 dB,No
270523,109410,92,Black,900 - 1900 RPM,33.15 CFM,18.6 dB,No
270524,109411,120,Orange,1200 RPM,60.4 CFM,17.7 dB,No
270525,109412,140,Black / White,600 RPM,43.33 CFM,5.71 dB,No
270526,109413,120,Black / Red,1500 RPM,57.67 CFM,24.7 dB,No
270527,109414,230,Black,900 RPM,97.8 CFM,20 dB,No
270528,109415,140,Black / Blue,1440 RPM,49.49 CFM,29.3 dB,No
270529,109416,120,Black,1200 - 2000 RPM,95 CFM,36 dB,Yes
270530,109417,120,Black,600 - 1300 RPM,57.53 CFM,6.9 - 16.05 dB,Yes
270531,109418,120,Black / White,1300 RPM,54.4 CFM,24.2 dB,No
270532,109419,140,Clear,1000 RPM,83.6 CFM,24.5 dB,No
270533,109420,120,,1200 RPM,45.8 CFM,14.5 dB,No
270534,109421,140,White,500 - 1600 RPM,68.1 CFM,25 dB,Yes
270535,109422,120,Black,1500 RPM,47 CFM,26.5 dB,No
270536,109423,120,Black / Green,1000 - 1500 RPM,40.6 CFM,18.7 - 24.6 dB,No
270537,109424,140,Black / White,300 - 1200 RPM,83.92 CFM,24.28 dB,Yes
270538,109425,120,Black,1600 RPM,54.55 CFM,11 - 30.32 dB,Yes
270539,109426,140,,300 - 1000 RPM,98 CFM,9 - 18 dB,Yes
270540,109427,120,Black / Yellow,200 - 1800 RPM,69 CFM,24.4 dB,Yes
270541,109428,140,Black,1700 RPM,72.8 CFM,22.5 dB,No
270542,109429,120,Black,1200 RPM,68.54 CFM,24 dB,No
270543,109430,140,Black / White,1150 RPM,62 CFM,26 dB,No
270544,109431,120,Black,1500 RPM,47 CFM,28.7 dB,No
270545,109432,140,Black / White,1440 RPM,49.49 CFM,29.3 dB,No
270546,109433,120,Black,1200 - 2000 RPM,95 CFM,36 dB,Yes
270547,109434,120,Black,1500 RPM,50.5 CFM,18.9 dB,Yes
270548,109435,80,Black,2000 RPM,26 CFM,14.5 dB,No
270549,109436,120,Brown,600 - 1200 RPM,28.95 - 59.21 CFM,6 - 18.1 dB,No
270550,109437,140,Black / Gray,1600 RPM,84 CFM,31.6 dB,Yes
270551,109438,120,Black,1500 RPM,52.19 CFM,25.2 dB,No
270552,109439,120,Black / Red,1500 RPM,57.67 CFM,24.7 dB,No
270553,109440,140,Clear,1000 RPM,60.9 CFM,16 dB,No
270554,109441,80,Black,2000 RPM,25.64 CFM,22.05 dB,No
270555,109442,120,Red,1400 RPM,74 CFM,15 dB,No
270556,109443,120,Black,400 - 1300 RPM,55.7 CFM,7 - 17 dB,Yes
270557,109444,120,Black,1200 RPM,44.73 CFM,19.1 dB,No
270558,109445,120,Black / White,500 - 1500 RPM,23 - 61.6 CFM,21 - 27 dB,Yes
270559,109446,200,Black / White,900 RPM,148.72 CFM,27.5 dB,No
270560,109447,120,Black / Green,1650 RPM,57.24 CFM,26.4 dB,No
270561,109448,140,Black / White,1150 RPM,62 CFM,26 dB,No
270562,109449,200,White,1300 RPM,166.2 CFM,37.25 dB,No
270563,109450,140,Black,1000 RPM,67.02 CFM,20 dB,No
270564,109451,120,Black / Red,1200 RPM,36.72 CFM,24.3 dB,No
