internal_harddrive_id,product_id,capacity,price_per_gb,harddrive_type,cache,form_factor,interface
301362,116708,1 TB,0.16,SSD,,M.2-2280,M.2 (B+M)
301363,116709,8 TB,0.08,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301364,116710,480 GB,,SSD,,M.2-2280,M.2 (B+M)
301365,116711,750 GB,0.19,5200 RPM,8 MB,2.5 in,SATA 3 Gb/s
301366,116712,256 GB,2.33,SSD,,2.5 in,SATA 6 Gb/s
301367,116713,180 GB,1.16,SSD,,2.5 in,SATA 6 Gb/s
301368,116714,240 GB,0.66,SSD,,2.5 in,SATA 6 Gb/s
301369,116715,1 TB,,SSD,,M.2-2280,M.2 (M)
301370,116716,500 GB,,SSD,,2.5 in,SATA 6 Gb/s
301371,116717,320 GB,,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
301372,116718,120 GB,2.56,SSD,,2.5 in,SATA 6 Gb/s
301373,116719,240 GB,,SSD,,M.2-2280,M.2 (B+M)
301374,116720,3 TB,,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
301375,116721,3 TB,,5400 RPM,64 MB,3.5 in,SATA 3 Gb/s
301376,116722,1 TB,,SSD,128 MB,3.5 in,SATA 3 Gb/s
301377,116723,2 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301378,116724,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
301379,116725,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301380,116726,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
301381,116727,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
301382,116728,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
301383,116729,512 GB,0.16,SSD,,2.5 in,SATA 6 Gb/s
301384,116730,1 TB,0.05,5400 RPM,16 MB,2.5 in,SATA 3 Gb/s
301385,116731,14 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301386,116732,512 GB,0.17,SSD,,2.5 in,SATA 6 Gb/s
301387,116733,32 GB,1.33,SSD,,M.2-2280,M.2 (B+M)
301388,116734,1 TB,0.31,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301389,116735,500 GB,0.71,SSD,,M.2-2260,M.2 (B+M)
301390,116736,1 TB,,SSD,,M.2-2280,M.2 (M)
301391,116737,6 TB,0.03,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
301392,116738,500 GB,0.15,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301393,116739,4 TB,0.05,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301394,116740,240 GB,2.4,SSD,,2.5 in,SATA 6 Gb/s
301395,116741,1 TB,,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
301396,116742,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301397,116743,960 GB,0.22,SSD,,2.5 in,SATA 6 Gb/s
301398,116744,240 GB,0.84,SSD,,2.5 in,SATA 6 Gb/s
301399,116745,128 GB,,SSD,,M.2-2280,M.2 (M)
301400,116746,500 GB,0.1,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301401,116747,480 GB,,SSD,,M.2-2280,M.2 (M)
301402,116748,500 GB,0.12,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301403,116749,600 GB,,SSD,,2.5 in,SATA 6 Gb/s
301404,116750,256 GB,0.24,SSD,,2.5 in,SATA 6 Gb/s
301405,116751,1 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301406,116752,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301407,116753,250 GB,,SSD,,2.5 in,SATA 6 Gb/s
301408,116754,400 GB,,SSD,512 MB,2.5 in,SATA 6 Gb/s
301409,116755,500 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301410,116756,256 GB,,SSD,256 MB,2.5 in,SATA 6 Gb/s
301411,116757,6 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301412,116758,2 TB,0.25,SSD,,2.5 in,SATA 6 Gb/s
301413,116759,250 GB,0.21,10000 RPM,64 MB,2.5 in,SATA 6 Gb/s
301414,116760,4 TB,0.04,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
301415,116761,1 TB,0.54,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
301416,116762,256 GB,0.2,SSD,,2.5 in,SATA 6 Gb/s
301417,116763,4 TB,0.11,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301418,116764,750 GB,0.26,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
301419,116765,500 GB,0.07,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301420,116766,960 GB,0.87,SSD,,2.5 in,SATA 6 Gb/s
301421,116767,2.4 TB,0.19,10000 RPM,256 MB,2.5 in,SAS 12 Gb/s
301422,116768,160 GB,0.21,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
301423,116769,60 GB,1.12,SSD,,2.5 in,SATA 6 Gb/s
301424,116770,128 GB,0.78,SSD,,2.5 in,SATA 6 Gb/s
301425,116771,256 GB,0.43,SSD,,2.5 in,SATA 3 Gb/s
301426,116772,2 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301427,116773,4 TB,0.05,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301428,116774,3 TB,0.11,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301429,116775,2 TB,0.05,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
301430,116776,240 GB,4.7,SSD,,2.5 in,SATA 6 Gb/s
301431,116777,5 TB,,5900 RPM,128 MB,3.5 in,SATA 6 Gb/s
301432,116778,320 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
301433,116779,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
301434,116780,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
301435,116781,2 TB,0.07,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301436,116782,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301437,116783,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
301438,116784,240 GB,,SSD,,3.5 in,SATA 6 Gb/s
301439,116785,512 GB,,SSD,,M.2-2280,M.2 (M)
301440,116786,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301441,116787,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
301442,116788,1 TB,0.05,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301443,116789,500 GB,0.12,5400 RPM,8 MB,3.5 in,SATA 3 Gb/s
301444,116790,3 TB,0.03,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
301445,116791,1.5 TB,0.1,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
301446,116792,8 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301447,116793,4 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301448,116794,1 TB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301449,116795,500 GB,,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
301450,116796,600 GB,0.26,10000 RPM,32 MB,3.5 in,SATA 6 Gb/s
301451,116797,1 TB,0.18,7200 RPM,128 MB,2.5 in,SATA 6 Gb/s
301452,116798,500 GB,0.43,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
301453,116799,750 GB,0.06,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301454,116800,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301455,116801,6 TB,0.06,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
301456,116802,1 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301457,116803,120 GB,1.35,SSD,,2.5 in,SATA 6 Gb/s
301458,116804,5 TB,0.12,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301459,116805,750 GB,0.07,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
301460,116806,2 TB,0.06,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301461,116807,120 GB,1.04,SSD,256 MB,2.5 in,SATA 6 Gb/s
301462,116808,120 GB,0.85,SSD,,2.5 in,SATA 3 Gb/s
301463,116809,2 TB,0.15,5400 RPM,32 MB,3.5 in,SATA 6 Gb/s
301464,116810,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301465,116811,256 GB,,SSD,,2.5 in,SATA 3 Gb/s
301466,116812,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301467,116813,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301468,116814,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
301469,116815,500 GB,,5400 RPM,32 MB,2.5 in,SATA 6 Gb/s
301470,116816,8 TB,,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
301471,116817,512 GB,,SSD,,M.2-2280,M.2 (M)
301472,116818,1 TB,,SSD,1024 MB,PCI-E,PCIe x4
301473,116819,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301474,116820,500 GB,,SSD,,2.5 in,SATA 6 Gb/s
301475,116821,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
301476,116822,240 GB,,SSD,256 MB,2.5 in,SATA 6 Gb/s
301477,116823,4 TB,0.07,5400 RPM,128 MB,2.5 in,SATA 6 Gb/s
301478,116824,1.92 TB,0.22,SSD,,2.5 in,SATA 6 Gb/s
301479,116825,750 GB,0.06,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301480,116826,250 GB,0.17,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
301481,116827,2 TB,0.07,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301482,116828,512 GB,0.35,SSD,,M.2-2280,M.2 (M)
301483,116829,1 TB,0.16,7200 RPM,128 MB,2.5 in,SATA 6 Gb/s
301484,116830,500 GB,0.08,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
301485,116831,4 TB,0.03,5400 RPM,128 MB,3.5 in,SATA 6 Gb/s
301486,116832,4 TB,0.04,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301487,116833,480 GB,0.38,SSD,,2.5 in,SATA 6 Gb/s
301488,116834,1 TB,0.22,SSD,,2.5 in,SATA 6 Gb/s
301489,116835,250 GB,0.14,7200 RPM,8 MB,3.5 in,SATA 6 Gb/s
301490,116836,750 GB,0.06,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301491,116837,1 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301492,116838,160 GB,0.41,SSD,,2.5 in,SATA 3 Gb/s
301493,116839,250 GB,0.29,7200 RPM,16 MB,2.5 in,SATA 6 Gb/s
301494,116840,160 GB,0.17,5400 RPM,8 MB,3.5 in,SATA 3 Gb/s
301495,116841,1 TB,,SSD,,M.2-2280,M.2 (M)
301496,116842,960 GB,,SSD,,2.5 in,SATA 6 Gb/s
301497,116843,500 GB,0.1,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301498,116844,240 GB,,SSD,,M.2-2242,M.2 (B+M)
301499,116845,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
301500,116846,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301501,116847,60 GB,,SSD,,2.5 in,SATA 6 Gb/s
301502,116848,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
301503,116849,240 GB,,SSD,,M.2-2280,M.2 (M)
301504,116850,2 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301505,116851,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301506,116852,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301507,116853,256 GB,,SSD,,M.2-2280,M.2 (B+M)
301508,116854,256 GB,,SSD,,PCI-E,PCIe x4
301509,116855,1 TB,,SSD,1024 MB,M.2-2280,M.2 (M)
301510,116856,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301511,116857,1 TB,,5400 RPM,8 MB,2.5 in,SATA 6 Gb/s
301512,116858,512 GB,,SSD,,M.2-2280,M.2 (B+M)
301513,116859,256 GB,,SSD,,M.2-2280,M.2 (M)
301514,116860,120 GB,,SSD,,2.5 in,SATA 3 Gb/s
301515,116861,256 GB,,SSD,,M.2-2280,M.2 (B+M)
301516,116862,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
301517,116863,12 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301518,116864,500 GB,,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
301519,116865,500 GB,0.3,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
301520,116866,256 GB,0.21,SSD,,2.5 in,SATA 6 Gb/s
301521,116867,250 GB,0.71,SSD,,mSATA,mSATA
301522,116868,3 TB,0.05,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
301523,116869,1.2 TB,,SSD,,PCI-E,PCIe x4
301524,116870,3 TB,0.09,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301525,116871,2 TB,,SSD,,M.2-2280,M.2 (M)
301526,116872,80 GB,0.74,SSD,,2.5 in,SATA 3 Gb/s
301527,116873,360 GB,0.45,SSD,,2.5 in,SATA 6 Gb/s
301528,116874,128 GB,2.66,SSD,,2.5 in,SATA 6 Gb/s
301529,116875,1 TB,0.12,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301530,116876,4 TB,0.09,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
301531,116877,64 GB,1.27,SSD,,2.5 in,SATA 6 Gb/s
301532,116878,120 GB,4.78,SSD,,2.5 in,SATA 6 Gb/s
301533,116879,128 GB,0.8,SSD,,M.2-2280,M.2 (B+M)
301534,116880,4 TB,0.06,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301535,116881,480 GB,0.78,SSD,,2.5 in,SATA 6 Gb/s
301536,116882,1 TB,0.08,5400 RPM,16 MB,2.5 in,SATA 6 Gb/s
301537,116883,160 GB,0.28,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
301538,116884,512 GB,0.66,SSD,,2.5 in,SATA 6 Gb/s
301539,116885,6 TB,0.12,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301540,116886,240 GB,0.9,SSD,,2.5 in,SATA 6 Gb/s
301541,116887,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
301542,116888,256 GB,0.57,SSD,,M.2-2280,M.2 (M)
301543,116889,250 GB,,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
301544,116890,2 TB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
301545,116891,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301546,116892,500 GB,,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
301547,116893,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
301548,116894,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
301549,116895,120 GB,,SSD,,2.5 in,SATA 3 Gb/s
301550,116896,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301551,116897,4 TB,,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
301552,116898,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301553,116899,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
301554,116900,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
301555,116901,256 GB,,SSD,512 MB,M.2-2280,M.2 (M)
301556,116902,128 GB,0.39,SSD,,2.5 in,SATA 6 Gb/s
301557,116903,1 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301558,116904,256 GB,,SSD,,2.5 in,SATA 3 Gb/s
301559,116905,1 TB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301560,116906,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301561,116907,240 GB,,SSD,,M.2-2280,M.2 (B+M)
301562,116908,6 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301563,116909,960 GB,0.17,SSD,,2.5 in,SATA 6 Gb/s
301564,116910,512 GB,0.27,SSD,,M.2-2280,M.2 (M)
301565,116911,128 GB,0.2,SSD,,2.5 in,SATA 6 Gb/s
301566,116912,3 TB,0.11,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301567,116913,64 GB,1.42,SSD,,M.2-2242,M.2 (B+M)
301568,116914,480 GB,,SSD,512 MB,M.2-2280,M.2 (M)
301569,116915,480 GB,0.82,SSD,512 MB,2.5 in,SATA 6 Gb/s
301570,116916,10 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301571,116917,240 GB,0.59,SSD,,2.5 in,SATA 6 Gb/s
301572,116918,3 TB,0.08,5400 RPM,64 MB,3.5 in,SATA 3 Gb/s
301573,116919,480 GB,0.23,SSD,,2.5 in,SATA 6 Gb/s
301574,116920,32 GB,1.88,SSD,,2.5 in,SATA 6 Gb/s
301575,116921,2 TB,0.06,5900 RPM,64 MB,3.5 in,SATA 3 Gb/s
301576,116922,750 GB,0.08,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301577,116923,1 TB,0.14,SSD,,2.5 in,SATA 6 Gb/s
301578,116924,500 GB,,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301579,116925,250 GB,,SSD,,2.5 in,SATA 6 Gb/s
301580,116926,60 GB,0.58,SSD,,2.5 in,SATA 6 Gb/s
301581,116927,240 GB,0.39,SSD,256 MB,2.5 in,SATA 6 Gb/s
301582,116928,1 TB,,SSD,,PCI-E,PCIe x4
301583,116929,512 GB,0.6,SSD,,M.2-2260,M.2 (B+M)
301584,116930,1.92 TB,0.17,SSD,,2.5 in,SATA 6 Gb/s
301585,116931,750 GB,0.08,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301586,116932,600 GB,0.48,SSD,,2.5 in,SATA 3 Gb/s
301587,116933,4 TB,0.12,7200 RPM,,3.5 in,SATA 6 Gb/s
301588,116934,250 GB,0.3,5900 RPM,16 MB,3.5 in,SATA 3 Gb/s
301589,116935,64 GB,,SSD,,2.5 in,SATA 6 Gb/s
301590,116936,256 GB,0.46,SSD,,2.5 in,SATA 6 Gb/s
301591,116937,120 GB,0.59,SSD,,2.5 in,SATA 6 Gb/s
301592,116938,500 GB,,7200 RPM,16 MB,3.5 in,PATA 100
301593,116939,750 GB,0.09,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
301594,116940,1 TB,,Hybrid,,2.5 in,SATA 6 Gb/s
301595,116941,750 GB,,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
301596,116942,4 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301597,116943,3.84 TB,,SSD,,2.5 in,SATA 6 Gb/s
301598,116944,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301599,116945,1.5 TB,,7200 RPM,64 MB,3.5 in,SATA 3 Gb/s
301600,116946,120 GB,,SSD,256 MB,2.5 in,SATA 6 Gb/s
301601,116947,4 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301602,116948,128 GB,,SSD,,PCI-E,PCIe x4
301603,116949,500 GB,,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
301604,116950,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301605,116951,500 GB,,SSD,,2.5 in,SATA 6 Gb/s
301606,116952,110 GB,,SSD,,PCI-E,PCIe x4
301607,116953,1 TB,,7200 RPM,32 MB,3.5 in,SATA 3 Gb/s
301608,116954,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301609,116955,1 TB,0.19,7200 RPM,16 MB,3.5 in,SAS 6 Gb/s
301610,116956,240 GB,,SSD,,2.5 in,SATA 3 Gb/s
301611,116957,6 TB,0.04,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301612,116958,6 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301613,116959,1.92 TB,0.17,SSD,,2.5 in,SATA 6 Gb/s
301614,116960,10 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301615,116961,480 GB,0.22,SSD,,2.5 in,SATA 6 Gb/s
301616,116962,80 GB,0.67,SSD,,2.5 in,SATA 3 Gb/s
301617,116963,320 GB,0.07,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301618,116964,6 TB,0.09,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301619,116965,400 GB,1.27,SSD,,PCI-E,PCIe x4
301620,116966,4 TB,0.05,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301621,116967,320 GB,0.12,5900 RPM,8 MB,3.5 in,SATA 3 Gb/s
301622,116968,240 GB,0.92,SSD,,2.5 in,SATA 6 Gb/s
301623,116969,480 GB,0.29,SSD,,2.5 in,SATA 6 Gb/s
301624,116970,128 GB,0.41,SSD,,2.5 in,SATA 6 Gb/s
301625,116971,500 GB,0.08,5400 RPM,16 MB,3.5 in,SATA 3 Gb/s
301626,116972,480 GB,,SSD,,2.5 in,SATA 6 Gb/s
301627,116973,128 GB,0.65,SSD,,M.2-2260,M.2 (B+M)
301628,116974,1.9 TB,0.2,SSD,,2.5 in,SATA 6 Gb/s
301629,116975,480 GB,0.35,SSD,,2.5 in,SATA 6 Gb/s
301630,116976,1.5 TB,0.05,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
301631,116977,480 GB,0.12,SSD,,2.5 in,SATA 6 Gb/s
301632,116978,5 TB,0.06,5400 RPM,64 MB,3.5 in,SATA 6 Gb/s
301633,116979,320 GB,0.12,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
301634,116980,500 GB,0.42,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
301635,116981,500 GB,0.16,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301636,116982,128 GB,0.84,SSD,256 MB,2.5 in,SATA 6 Gb/s
301637,116983,320 GB,0.1,7200 RPM,32 MB,2.5 in,SATA 6 Gb/s
301638,116984,240 GB,0.95,SSD,256 MB,M.2-2280,M.2 (B+M)
301639,116985,250 GB,0.16,SSD,,2.5 in,SATA 6 Gb/s
301640,116986,320 GB,0.14,7200 RPM,16 MB,3.5 in,SATA 6 Gb/s
301641,116987,100 GB,,SSD,,2.5 in,SATA 3 Gb/s
301642,116988,2 TB,0.06,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301643,116989,120 GB,,SSD,,2.5 in,SATA 6 Gb/s
301644,116990,3 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301645,116991,512 GB,,SSD,,2.5 in,SATA 6 Gb/s
301646,116992,4 TB,0.06,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301647,116993,1 TB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
301648,116994,240 GB,,SSD,256 MB,M.2-2280,M.2 (M)
301649,116995,1 TB,,7200 RPM,64 MB,3.5 in,SATA 6 Gb/s
301650,116996,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
301651,116997,64 GB,,SSD,,2.5 in,SATA 6 Gb/s
301652,116998,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
301653,116999,960 GB,,SSD,,M.2-2280,M.2 (M)
301654,117000,250 GB,,SSD,,2.5 in,SATA 6 Gb/s
301655,117001,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301656,117002,220 GB,,SSD,,PCI-E,PCIe x4
301657,117003,512 GB,1.53,SSD,,2.5 in,SATA 6 Gb/s
301658,117004,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301659,117005,240 GB,,SSD,,2.5 in,SATA 6 Gb/s
301660,117006,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
301661,117007,128 GB,,SSD,,2.5 in,SATA 3 Gb/s
301662,117008,120 GB,,SSD,32 MB,2.5 in,SATA 6 Gb/s
301663,117009,180 GB,,SSD,,2.5 in,SATA 6 Gb/s
301664,117010,128 GB,,SSD,,2.5 in,SATA 6 Gb/s
301665,117011,64 GB,,SSD,,M.2-2280,M.2 (B+M)
301666,117012,256 GB,,SSD,,2.5 in,SATA 6 Gb/s
301667,117013,6 TB,0.03,7200 RPM,128 MB,3.5 in,SAS 12 Gb/s
301668,117014,500 GB,,SSD,,mSATA,mSATA
301669,117015,1.92 TB,0.41,SSD,,2.5 in,SAS 12 Gb/s
301670,117016,6 TB,0.08,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301671,117017,6 TB,0.09,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301672,117018,256 GB,,SSD,256 MB,PCI-E,PCIe x4
301673,117019,60 GB,0.53,SSD,,2.5 in,SATA 6 Gb/s
301674,117020,240 GB,,SSD,,PCI-E,PCIe x8
301675,117021,2 TB,,SSD,,2.5 in,SATA 6 Gb/s
301676,117022,256 GB,0.76,SSD,,M.2-2280,M.2 (M)
301677,117023,1.92 TB,0.25,SSD,,2.5 in,SATA 6 Gb/s
301678,117024,120 GB,2.69,SSD,,2.5 in,SATA 6 Gb/s
301679,117025,2 TB,0.06,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301680,117026,80 GB,0.32,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301681,117027,256 GB,0.41,SSD,,2.5 in,SATA 6 Gb/s
301682,117028,256 GB,0.39,SSD,,2.5 in,SATA 6 Gb/s
301683,117029,1.024 TB,0.23,SSD,,2.5 in,SATA 6 Gb/s
301684,117030,120 GB,1.34,SSD,,2.5 in,SATA 6 Gb/s
301685,117031,512 GB,0.29,SSD,,2.5 in,SATA 6 Gb/s
301686,117032,1 TB,0.09,7200 RPM,16 MB,3.5 in,SATA 3 Gb/s
301687,117033,640 GB,0.17,5400 RPM,64 MB,3.5 in,SATA 3 Gb/s
301688,117034,4 TB,0.12,5900 RPM,64 MB,3.5 in,SATA 6 Gb/s
301689,117035,250 GB,0.87,SSD,,mSATA,mSATA
301690,117036,120 GB,1.6,SSD,,2.5 in,SATA 6 Gb/s
301691,117037,512 GB,,SSD,,M.2-2280,M.2 (M)
301692,117038,1 TB,0.12,7200 RPM,32 MB,3.5 in,SATA 6 Gb/s
301693,117039,2 TB,,7200 RPM,128 MB,2.5 in,SATA 6 Gb/s
301694,117040,10 TB,0.03,7200 RPM,256 MB,3.5 in,SATA 6 Gb/s
301695,117041,320 GB,0.11,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301696,117042,250 GB,0.14,5400 RPM,8 MB,2.5 in,SATA 3 Gb/s
301697,117043,240 GB,2.24,SSD,,2.5 in,SATA 6 Gb/s
301698,117044,256 GB,0.65,SSD,,M.2-2260,M.2 (B+M)
301699,117045,480 GB,0.89,SSD,,M.2-2280,M.2 (B+M)
301700,117046,1 TB,0.26,7200 RPM,,2.5 in,SAS 3 Gb/s
301701,117047,128 GB,2.49,SSD,256 MB,2.5 in,SATA 6 Gb/s
301702,117048,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
301703,117049,250 GB,0.62,7200 RPM,8 MB,3.5 in,SATA 3 Gb/s
301704,117050,240 GB,1.05,SSD,,2.5 in,SATA 6 Gb/s
301705,117051,750 GB,0.09,7200 RPM,16 MB,2.5 in,SATA 3 Gb/s
301706,117052,512 GB,0.61,SSD,,2.5 in,SATA 6 Gb/s
301707,117053,240 GB,2.72,SSD,,2.5 in,SATA 6 Gb/s
301708,117054,8 TB,0.09,5400 RPM,128 MB,3.5 in,SATA 6 Gb/s
301709,117055,240 GB,2.43,SSD,,2.5 in,SATA 6 Gb/s
301710,117056,240 GB,,SSD,,M.2-2280,M.2 (B+M)
301711,117057,1 TB,,SSD,,2.5 in,SATA 6 Gb/s
301712,117058,5 TB,,7200 RPM,128 MB,3.5 in,SATA 6 Gb/s
301713,117059,480 GB,,SSD,,M.2-2242,M.2 (B+M)
301714,117060,1.5 TB,,5400 RPM,32 MB,3.5 in,SATA 3 Gb/s
301715,117061,15.36 TB,,SSD,,2.5 in,SAS 12 Gb/s
301716,117062,2 TB,,7200 RPM,,3.5 in,SATA 6 Gb/s
